"X1558","X1567","X3B","X3B.1"
1673,1920,"1B","1B"
1675,1688,"1B","1B"
1757,1792,"1A","1A"
1761,1783,"1A","1A"
1774,1775,"1A","1A"
1821,1866,"4B","4B"
1888,1892,"4B","4B"
1908,1912,"1B","1B"
1441,1486,"5B","5B"
1461,1480,"5A","5B"
1545,1837,"4A","4A"
1558,1564,"3B","3B"
1558,1567,"3B","3B"
1564,1567,"3B","3B"
1564,1574,"3B","3B"
1606,1648,"2A","2A"
1606,1852,"2A","Teachers"
1628,1902,"2A","2A"
1648,1852,"2A","Teachers"
1661,1682,"1B","1B"
1719,1809,"3A","3A"
1723,1809,"3A","3A"
1737,1909,"3A","3A"
1757,1792,"1A","1A"
1908,1912,"1B","1B"
1428,1451,"5B","5A"
1428,1563,"5B","5B"
1441,1486,"5B","5B"
1451,1563,"5A","5B"
1452,1495,"5A","5A"
1525,1546,"4A","4A"
1538,1815,"4A","4A"
1558,1564,"3B","3B"
1562,1570,"3B","3B"
1564,1574,"3B","3B"
1617,1641,"2A","2A"
1625,1852,"2A","Teachers"
1625,1902,"2A","2A"
1663,1665,"1B","1B"
1665,1920,"1B","1B"
1675,1688,"1B","1B"
1852,1902,"Teachers","2A"
1908,1912,"1B","1B"
1911,1916,"2A","2A"
1428,1451,"5B","5A"
1437,1520,"5B","5A"
1441,1486,"5B","5B"
1451,1452,"5A","5A"
1461,1480,"5A","5B"
1525,1533,"4A","4A"
1525,1546,"4A","4A"
1525,1815,"4A","4A"
1545,1837,"4A","4A"
1558,1564,"3B","3B"
1564,1574,"3B","3B"
1604,1628,"2A","2A"
1625,1852,"2A","Teachers"
1665,1745,"1B","Teachers"
1665,1920,"1B","1B"
1711,1759,"1A","1A"
1767,1774,"1A","1A"
1774,1775,"1A","1A"
1852,1902,"Teachers","2A"
1908,1912,"1B","1B"
1439,1471,"5B","5B"
1441,1486,"5B","5B"
1451,1489,"5A","5B"
1451,1495,"5A","5A"
1451,1563,"5A","5B"
1452,1592,"5A","5B"
1538,1548,"4A","4A"
1545,1837,"4A","4A"
1546,1548,"4A","4A"
1558,1564,"3B","3B"
1564,1574,"3B","3B"
1604,1613,"2A","2A"
1604,1628,"2A","2A"
1613,1852,"2A","Teachers"
1628,1852,"2A","Teachers"
1653,1815,"Teachers","4A"
1663,1745,"1B","Teachers"
1665,1745,"1B","Teachers"
1675,1696,"1B","1B"
1687,1920,"1B","1B"
1688,1745,"1B","Teachers"
1711,1759,"1A","1A"
1774,1775,"1A","1A"
1821,1866,"4B","4B"
1847,1857,"4B","4B"
1908,1912,"1B","1B"
1439,1459,"5B","5A"
1441,1486,"5B","5B"
1452,1592,"5A","5B"
1489,1563,"5B","5B"
1504,1797,"4A","4A"
1558,1564,"3B","3B"
1564,1574,"3B","3B"
1617,1641,"2A","2A"
1663,1665,"1B","1B"
1668,1824,"Teachers","Teachers"
1711,1759,"1A","1A"
1719,1843,"3A","3A"
1737,1738,"3A","3A"
1764,1770,"1A","1A"
1821,1866,"4B","4B"
1847,1857,"4B","4B"
1908,1912,"1B","1B"
1428,1495,"5B","5A"
1437,1585,"5B","5B"
1452,1498,"5A","5A"
1452,1592,"5A","5B"
1489,1563,"5B","5B"
1558,1564,"3B","3B"
1564,1574,"3B","3B"
1661,1682,"1B","1B"
1663,1665,"1B","1B"
1663,1698,"1B","1B"
1668,1824,"Teachers","Teachers"
1688,1745,"1B","Teachers"
1723,1809,"3A","3A"
1737,1780,"3A","3A"
1766,1770,"1A","1A"
1847,1857,"4B","4B"
1888,1892,"4B","4B"
1908,1912,"1B","1B"
1426,1443,"5B","5B"
1428,1495,"5B","5A"
1437,1585,"5B","5B"
1451,1592,"5A","5B"
1452,1498,"5A","5A"
1459,1471,"5A","5B"
1461,1480,"5A","5B"
1486,1511,"5B","5A"
1489,1563,"5B","5B"
1489,1592,"5B","5B"
1532,1653,"4A","Teachers"
1562,1570,"3B","3B"
1613,1628,"2A","2A"
1617,1911,"2A","2A"
1663,1665,"1B","1B"
1665,1745,"1B","Teachers"
1668,1824,"Teachers","Teachers"
1723,1809,"3A","3A"
1738,1909,"3A","3A"
1760,1770,"1A","1A"
1439,1471,"5B","5B"
1452,1498,"5A","5A"
1486,1511,"5B","5A"
1504,1525,"4A","4A"
1532,1653,"4A","Teachers"
1558,1564,"3B","3B"
1564,1574,"3B","3B"
1617,1911,"2A","2A"
1666,1695,"1B","1B"
1668,1824,"Teachers","Teachers"
1675,1696,"1B","1B"
1688,1745,"1B","Teachers"
1723,1809,"3A","3A"
1426,1443,"5B","5B"
1428,1592,"5B","5B"
1443,1502,"5B","5A"
1479,1482,"5A","5B"
1486,1511,"5B","5A"
1504,1533,"4A","4A"
1504,1539,"4A","4A"
1525,1546,"4A","4A"
1558,1564,"3B","3B"
1558,1567,"3B","3B"
1558,1579,"3B","3B"
1560,1579,"3B","3B"
1564,1567,"3B","3B"
1564,1574,"3B","3B"
1661,1682,"1B","1B"
1663,1920,"1B","1B"
1723,1809,"3A","3A"
1760,1766,"1A","1A"
1760,1796,"1A","1A"
1761,1783,"1A","1A"
1761,1796,"1A","1A"
1766,1796,"1A","1A"
1767,1774,"1A","1A"
1774,1775,"1A","1A"
1802,1803,"4B","4B"
1426,1443,"5B","5B"
1443,1502,"5B","5A"
1452,1498,"5A","5A"
1663,1920,"1B","1B"
1700,1727,"3B","3B"
1711,1775,"1A","1A"
1711,1787,"1A","1A"
1723,1809,"3A","3A"
1761,1796,"1A","1A"
1792,1796,"1A","1A"
1796,1798,"1A","1A"
1426,1443,"5B","5B"
1443,1502,"5B","5A"
1461,1501,"5A","5A"
1552,1580,"3B","3B"
1580,1735,"3B","3B"
1680,1912,"1B","1B"
1711,1774,"1A","1A"
1712,1735,"3B","3B"
1719,1859,"3A","3A"
1723,1809,"3A","3A"
1753,1760,"Teachers","1A"
1760,1770,"1A","1A"
1764,1774,"1A","1A"
1764,1787,"1A","1A"
1766,1772,"1A","1A"
1772,1774,"1A","1A"
1426,1443,"5B","5B"
1443,1502,"5B","5A"
1480,1501,"5B","5A"
1503,1524,"4A","4A"
1594,1712,"3B","3B"
1680,1912,"1B","1B"
1685,1712,"3B","3B"
1700,1707,"3B","3B"
1711,1772,"1A","1A"
1720,1737,"3A","3A"
1723,1809,"3A","3A"
1727,1731,"3B","3B"
1737,1780,"3A","3A"
1757,1761,"1A","1A"
1760,1766,"1A","1A"
1760,1770,"1A","1A"
1760,1774,"1A","1A"
1761,1783,"1A","1A"
1802,1803,"4B","4B"
1443,1502,"5B","5A"
1570,1580,"3B","3B"
1661,1695,"1B","1B"
1675,1688,"1B","1B"
1680,1912,"1B","1B"
1698,1745,"1B","Teachers"
1700,1707,"3B","3B"
1711,1759,"1A","1A"
1711,1767,"1A","1A"
1714,1795,"3A","3A"
1727,1731,"3B","3B"
1737,1780,"3A","3A"
1753,1759,"Teachers","1A"
1760,1766,"1A","1A"
1761,1783,"1A","1A"
1802,1803,"4B","4B"
1908,1912,"1B","1B"
1437,1824,"5B","Teachers"
1443,1502,"5B","5A"
1538,1539,"4A","4A"
1555,1685,"3B","3B"
1558,1567,"3B","3B"
1558,1574,"3B","3B"
1558,1735,"3B","3B"
1560,1567,"3B","3B"
1560,1579,"3B","3B"
1567,1579,"3B","3B"
1579,1735,"3B","3B"
1625,1628,"2A","2A"
1665,1779,"1B","1B"
1675,1688,"1B","1B"
1680,1912,"1B","1B"
1688,1745,"1B","Teachers"
1700,1707,"3B","3B"
1723,1809,"3A","3A"
1727,1731,"3B","3B"
1737,1780,"3A","3A"
1761,1783,"1A","1A"
1908,1912,"1B","1B"
1437,1585,"5B","5B"
1437,1824,"5B","Teachers"
1443,1502,"5B","5A"
1538,1653,"4A","Teachers"
1558,1564,"3B","3B"
1558,1574,"3B","3B"
1564,1574,"3B","3B"
1625,1628,"2A","2A"
1663,1665,"1B","1B"
1682,1695,"1B","1B"
1723,1809,"3A","3A"
1766,1772,"1A","1A"
1819,1865,"4B","4B"
1441,1486,"5B","5B"
1443,1502,"5B","5A"
1489,1563,"5B","5B"
1500,1533,"4A","4A"
1504,1815,"4A","4A"
1525,1533,"4A","4A"
1533,1549,"4A","4A"
1538,1653,"4A","Teachers"
1558,1564,"3B","3B"
1560,1685,"3B","3B"
1560,1712,"3B","3B"
1564,1574,"3B","3B"
1564,1735,"3B","3B"
1567,1594,"3B","3B"
1567,1712,"3B","3B"
1579,1700,"3B","3B"
1580,1685,"3B","3B"
1594,1712,"3B","3B"
1625,1628,"2A","2A"
1663,1665,"1B","1B"
1663,1920,"1B","1B"
1665,1920,"1B","1B"
1666,1688,"1B","1B"
1673,1695,"1B","1B"
1711,1759,"1A","1A"
1766,1772,"1A","1A"
1802,1803,"4B","4B"
1439,1471,"5B","5B"
1441,1486,"5B","5B"
1443,1502,"5B","5A"
1503,1524,"4A","4A"
1504,1538,"4A","4A"
1504,1653,"4A","Teachers"
1504,1815,"4A","4A"
1519,1528,"4A","4A"
1525,1533,"4A","4A"
1533,1549,"4A","4A"
1538,1653,"4A","Teachers"
1555,1579,"3B","3B"
1558,1564,"3B","3B"
1558,1735,"3B","3B"
1564,1574,"3B","3B"
1567,1594,"3B","3B"
1567,1712,"3B","3B"
1653,1837,"Teachers","4A"
1663,1665,"1B","1B"
1663,1920,"1B","1B"
1665,1920,"1B","1B"
1673,1695,"1B","1B"
1681,1908,"1B","1B"
1711,1759,"1A","1A"
1801,1843,"3A","3A"
1802,1803,"4B","4B"
1802,1821,"4B","4B"
1819,1865,"4B","4B"
1443,1502,"5B","5A"
1503,1524,"4A","4A"
1504,1538,"4A","4A"
1504,1653,"4A","Teachers"
1504,1815,"4A","4A"
1532,1538,"4A","4A"
1533,1549,"4A","4A"
1538,1653,"4A","Teachers"
1538,1815,"4A","4A"
1545,1837,"4A","4A"
1558,1564,"3B","3B"
1564,1574,"3B","3B"
1567,1594,"3B","3B"
1572,1580,"3B","3B"
1579,1700,"3B","3B"
1653,1815,"Teachers","4A"
1663,1665,"1B","1B"
1665,1920,"1B","1B"
1673,1695,"1B","1B"
1680,1688,"1B","1B"
1680,1908,"1B","1B"
1681,1908,"1B","1B"
1682,1920,"1B","1B"
1722,1833,"3A","3A"
1723,1809,"3A","3A"
1760,1796,"1A","1A"
1764,1787,"1A","1A"
1443,1502,"5B","5A"
1503,1524,"4A","4A"
1504,1653,"4A","Teachers"
1504,1815,"4A","4A"
1533,1549,"4A","4A"
1558,1564,"3B","3B"
1558,1735,"3B","3B"
1562,1707,"3B","3B"
1564,1574,"3B","3B"
1564,1735,"3B","3B"
1572,1580,"3B","3B"
1653,1815,"Teachers","4A"
1663,1665,"1B","1B"
1665,1920,"1B","1B"
1673,1695,"1B","1B"
1680,1688,"1B","1B"
1681,1908,"1B","1B"
1723,1809,"3A","3A"
1752,1760,"1A","1A"
1821,1857,"4B","4B"
1908,1912,"1B","1B"
1437,1585,"5B","5B"
1439,1471,"5B","5B"
1441,1486,"5B","5B"
1443,1502,"5B","5A"
1443,1511,"5B","5A"
1461,1480,"5A","5B"
1500,1533,"4A","4A"
1503,1524,"4A","4A"
1558,1564,"3B","3B"
1558,1735,"3B","3B"
1564,1574,"3B","3B"
1567,1727,"3B","3B"
1585,1824,"5B","Teachers"
1656,1908,"1B","1B"
1663,1665,"1B","1B"
1666,1688,"1B","1B"
1673,1695,"1B","1B"
1688,1745,"1B","Teachers"
1766,1770,"1A","1A"
1774,1792,"1A","1A"
1775,1787,"1A","1A"
1802,1803,"4B","4B"
1888,1892,"4B","4B"
1908,1912,"1B","1B"
1426,1443,"5B","5B"
1443,1502,"5B","5A"
1443,1511,"5B","5A"
1504,1653,"4A","Teachers"
1562,1707,"3B","3B"
1564,1574,"3B","3B"
1567,1727,"3B","3B"
1625,1902,"2A","2A"
1673,1695,"1B","1B"
1680,1745,"1B","Teachers"
1688,1745,"1B","Teachers"
1723,1809,"3A","3A"
1753,1772,"Teachers","1A"
1759,1764,"1A","1A"
1760,1772,"1A","1A"
1761,1783,"1A","1A"
1764,1798,"1A","1A"
1772,1783,"1A","1A"
1775,1787,"1A","1A"
1802,1803,"4B","4B"
1908,1912,"1B","1B"
1443,1502,"5B","5A"
1451,1489,"5A","5B"
1500,1533,"4A","4A"
1503,1504,"4A","4A"
1503,1524,"4A","4A"
1504,1525,"4A","4A"
1504,1528,"4A","4A"
1533,1549,"4A","4A"
1551,1712,"3B","3B"
1564,1574,"3B","3B"
1564,1735,"3B","3B"
1653,1815,"Teachers","4A"
1661,1695,"1B","1B"
1665,1920,"1B","1B"
1673,1695,"1B","1B"
1753,1760,"Teachers","1A"
1759,1764,"1A","1A"
1802,1803,"4B","4B"
1908,1912,"1B","1B"
1426,1443,"5B","5B"
1443,1502,"5B","5A"
1451,1489,"5A","5B"
1503,1524,"4A","4A"
1504,1519,"4A","4A"
1504,1653,"4A","Teachers"
1504,1815,"4A","4A"
1564,1574,"3B","3B"
1661,1684,"1B","1B"
1665,1920,"1B","1B"
1673,1695,"1B","1B"
1684,1745,"1B","Teachers"
1711,1778,"1A","1A"
1752,1798,"1A","1A"
1753,1761,"Teachers","1A"
1753,1774,"Teachers","1A"
1760,1761,"1A","1A"
1760,1772,"1A","1A"
1760,1774,"1A","1A"
1760,1798,"1A","1A"
1761,1772,"1A","1A"
1764,1798,"1A","1A"
1426,1443,"5B","5B"
1443,1511,"5B","5A"
1451,1489,"5A","5B"
1452,1498,"5A","5A"
1489,1592,"5B","5B"
1503,1524,"4A","4A"
1504,1705,"4A","4A"
1564,1574,"3B","3B"
1564,1735,"3B","3B"
1574,1735,"3B","3B"
1653,1815,"Teachers","4A"
1665,1745,"1B","Teachers"
1665,1920,"1B","1B"
1764,1775,"1A","1A"
1802,1803,"4B","4B"
1443,1511,"5B","5A"
1451,1489,"5A","5B"
1489,1563,"5B","5B"
1525,1533,"4A","4A"
1528,1546,"4A","4A"
1546,1548,"4A","4A"
1555,1558,"3B","3B"
1574,1700,"3B","3B"
1574,1735,"3B","3B"
1650,1713,"Teachers","2B"
1656,1675,"1B","1B"
1663,1665,"1B","1B"
1684,1698,"1B","1B"
1684,1745,"1B","Teachers"
1698,1745,"1B","Teachers"
1711,1787,"1A","1A"
1723,1809,"3A","3A"
1753,1774,"Teachers","1A"
1766,1770,"1A","1A"
1767,1775,"1A","1A"
1802,1803,"4B","4B"
1821,1857,"4B","4B"
1443,1502,"5B","5A"
1451,1489,"5A","5B"
1486,1511,"5B","5A"
1489,1592,"5B","5B"
1528,1548,"4A","4A"
1558,1567,"3B","3B"
1567,1727,"3B","3B"
1574,1707,"3B","3B"
1580,1685,"3B","3B"
1656,1675,"1B","1B"
1663,1665,"1B","1B"
1665,1920,"1B","1B"
1668,1824,"Teachers","Teachers"
1688,1745,"1B","Teachers"
1698,1745,"1B","Teachers"
1711,1753,"1A","Teachers"
1711,1778,"1A","1A"
1711,1787,"1A","1A"
1723,1809,"3A","3A"
1737,1909,"3A","3A"
1741,1843,"3A","3A"
1753,1757,"Teachers","1A"
1753,1774,"Teachers","1A"
1766,1770,"1A","1A"
1767,1775,"1A","1A"
1778,1787,"1A","1A"
1802,1803,"4B","4B"
1451,1489,"5A","5B"
1461,1480,"5A","5B"
1489,1592,"5B","5B"
1546,1548,"4A","4A"
1555,1685,"3B","3B"
1558,1574,"3B","3B"
1567,1727,"3B","3B"
1574,1700,"3B","3B"
1580,1685,"3B","3B"
1603,1922,"2A","2A"
1613,1628,"2A","2A"
1650,1854,"Teachers","2B"
1663,1665,"1B","1B"
1665,1745,"1B","Teachers"
1665,1920,"1B","1B"
1666,1695,"1B","1B"
1668,1824,"Teachers","Teachers"
1680,1745,"1B","Teachers"
1698,1745,"1B","Teachers"
1711,1774,"1A","1A"
1727,1735,"3B","3B"
1731,1735,"3B","3B"
1764,1772,"1A","1A"
1767,1775,"1A","1A"
1774,1787,"1A","1A"
1778,1787,"1A","1A"
1802,1803,"4B","4B"
1888,1892,"4B","4B"
1443,1502,"5B","5A"
1451,1489,"5A","5B"
1489,1592,"5B","5B"
1555,1685,"3B","3B"
1567,1727,"3B","3B"
1661,1695,"1B","1B"
1663,1665,"1B","1B"
1663,1684,"1B","1B"
1663,1920,"1B","1B"
1666,1695,"1B","1B"
1668,1824,"Teachers","Teachers"
1711,1787,"1A","1A"
1737,1909,"3A","3A"
1738,1909,"3A","3A"
1753,1764,"Teachers","1A"
1764,1775,"1A","1A"
1764,1783,"1A","1A"
1766,1770,"1A","1A"
1772,1778,"1A","1A"
1772,1783,"1A","1A"
1772,1787,"1A","1A"
1802,1803,"4B","4B"
1888,1892,"4B","4B"
1908,1912,"1B","1B"
1441,1486,"5B","5B"
1443,1502,"5B","5A"
1451,1489,"5A","5B"
1555,1685,"3B","3B"
1558,1727,"3B","3B"
1567,1727,"3B","3B"
1574,1727,"3B","3B"
1603,1922,"2A","2A"
1604,1852,"2A","Teachers"
1661,1695,"1B","1B"
1663,1665,"1B","1B"
1663,1684,"1B","1B"
1663,1920,"1B","1B"
1702,1889,"2B","2B"
1711,1759,"1A","1A"
1737,1909,"3A","3A"
1772,1778,"1A","1A"
1772,1787,"1A","1A"
1775,1783,"1A","1A"
1863,1889,"2B","2B"
1426,1443,"5B","5B"
1443,1502,"5B","5A"
1451,1489,"5A","5B"
1489,1592,"5B","5B"
1503,1528,"4A","4A"
1504,1519,"4A","4A"
1520,1668,"5A","Teachers"
1551,1712,"3B","3B"
1609,1917,"2A","2A"
1661,1695,"1B","1B"
1663,1665,"1B","1B"
1663,1684,"1B","1B"
1680,1688,"1B","1B"
1680,1745,"1B","Teachers"
1688,1912,"1B","1B"
1711,1783,"1A","1A"
1737,1780,"3A","3A"
1737,1909,"3A","3A"
1738,1909,"3A","3A"
1745,1912,"Teachers","1B"
1753,1772,"Teachers","1A"
1759,1783,"1A","1A"
1766,1770,"1A","1A"
1772,1778,"1A","1A"
1775,1783,"1A","1A"
1820,1833,"3A","3A"
1451,1489,"5A","5B"
1503,1524,"4A","4A"
1503,1528,"4A","4A"
1524,1528,"4A","4A"
1551,1727,"3B","3B"
1564,1570,"3B","3B"
1650,1704,"Teachers","2B"
1661,1695,"1B","1B"
1663,1698,"1B","1B"
1680,1688,"1B","1B"
1723,1801,"3A","3A"
1723,1843,"3A","3A"
1737,1909,"3A","3A"
1745,1912,"Teachers","1B"
1749,1863,"2B","2B"
1774,1775,"1A","1A"
1775,1783,"1A","1A"
1820,1833,"3A","3A"
1431,1465,"5B","5B"
1451,1489,"5A","5B"
1489,1592,"5B","5B"
1503,1524,"4A","4A"
1503,1528,"4A","4A"
1551,1727,"3B","3B"
1580,1685,"3B","3B"
1604,1852,"2A","Teachers"
1653,1705,"Teachers","4A"
1661,1695,"1B","1B"
1665,1745,"1B","Teachers"
1665,1920,"1B","1B"
1680,1688,"1B","1B"
1688,1745,"1B","Teachers"
1702,1889,"2B","2B"
1704,1713,"2B","2B"
1745,1920,"Teachers","1B"
1749,1863,"2B","2B"
1764,1775,"1A","1A"
1820,1833,"3A","3A"
1888,1892,"4B","4B"
1451,1489,"5A","5B"
1489,1592,"5B","5B"
1574,1700,"3B","3B"
1617,1641,"2A","2A"
1650,1898,"Teachers","2B"
1656,1745,"1B","Teachers"
1663,1698,"1B","1B"
1666,1695,"1B","1B"
1673,1695,"1B","1B"
1680,1912,"1B","1B"
1704,1713,"2B","2B"
1737,1909,"3A","3A"
1759,1783,"1A","1A"
1764,1772,"1A","1A"
1775,1783,"1A","1A"
1775,1792,"1A","1A"
1783,1792,"1A","1A"
1911,1916,"2A","2A"
1451,1489,"5A","5B"
1503,1524,"4A","4A"
1538,1815,"4A","4A"
1580,1685,"3B","3B"
1606,1616,"2A","2A"
1617,1641,"2A","2A"
1617,1919,"2A","2A"
1625,1902,"2A","2A"
1650,1898,"Teachers","2B"
1663,1698,"1B","1B"
1664,1675,"1B","1B"
1666,1675,"1B","1B"
1673,1695,"1B","1B"
1688,1912,"1B","1B"
1704,1713,"2B","2B"
1711,1759,"1A","1A"
1737,1909,"3A","3A"
1753,1787,"Teachers","1A"
1757,1768,"1A","1A"
1759,1783,"1A","1A"
1775,1783,"1A","1A"
1775,1792,"1A","1A"
1820,1833,"3A","3A"
1855,1883,"2B","2B"
1441,1486,"5B","5B"
1451,1489,"5A","5B"
1452,1498,"5A","5A"
1503,1524,"4A","4A"
1503,1528,"4A","4A"
1579,1580,"3B","3B"
1580,1685,"3B","3B"
1613,1907,"2A","2A"
1625,1852,"2A","Teachers"
1650,1877,"Teachers","2B"
1663,1698,"1B","1B"
1675,1908,"1B","1B"
1680,1688,"1B","1B"
1688,1912,"1B","1B"
1711,1764,"1A","1A"
1757,1768,"1A","1A"
1759,1783,"1A","1A"
1764,1774,"1A","1A"
1764,1787,"1A","1A"
1775,1783,"1A","1A"
1782,1859,"3A","3A"
1820,1833,"3A","3A"
1861,1877,"2B","2B"
1913,1922,"2A","2A"
1451,1489,"5A","5B"
1452,1498,"5A","5A"
1489,1592,"5B","5B"
1503,1524,"4A","4A"
1533,1546,"4A","4A"
1533,1548,"4A","4A"
1555,1685,"3B","3B"
1574,1700,"3B","3B"
1580,1685,"3B","3B"
1663,1665,"1B","1B"
1663,1920,"1B","1B"
1711,1787,"1A","1A"
1714,1795,"3A","3A"
1723,1809,"3A","3A"
1737,1909,"3A","3A"
1752,1783,"1A","1A"
1753,1783,"Teachers","1A"
1757,1783,"1A","1A"
1775,1783,"1A","1A"
1775,1792,"1A","1A"
1820,1833,"3A","3A"
1443,1502,"5B","5A"
1451,1489,"5A","5B"
1533,1548,"4A","4A"
1533,1549,"4A","4A"
1548,1549,"4A","4A"
1580,1685,"3B","3B"
1625,1902,"2A","2A"
1650,1739,"Teachers","2B"
1663,1665,"1B","1B"
1663,1920,"1B","1B"
1706,1718,"2B","2B"
1706,1858,"2B","2B"
1706,1872,"2B","2B"
1718,1858,"2B","2B"
1718,1872,"2B","2B"
1723,1809,"3A","3A"
1739,1743,"2B","2B"
1753,1761,"Teachers","1A"
1757,1778,"1A","1A"
1805,1880,"4B","4B"
1858,1872,"2B","2B"
1877,1890,"2B","2B"
1890,1898,"2B","2B"
1437,1824,"5B","Teachers"
1441,1486,"5B","5B"
1443,1511,"5B","5A"
1489,1592,"5B","5B"
1533,1549,"4A","4A"
1567,1727,"3B","3B"
1574,1707,"3B","3B"
1580,1685,"3B","3B"
1617,1902,"2A","2A"
1617,1911,"2A","2A"
1625,1911,"2A","2A"
1650,1706,"Teachers","2B"
1650,1708,"Teachers","2B"
1663,1665,"1B","1B"
1666,1688,"1B","1B"
1674,1695,"1B","1B"
1674,1745,"1B","Teachers"
1680,1908,"1B","1B"
1688,1908,"1B","1B"
1698,1745,"1B","Teachers"
1702,1889,"2B","2B"
1706,1858,"2B","2B"
1706,1872,"2B","2B"
1708,1851,"2B","2B"
1711,1759,"1A","1A"
1723,1809,"3A","3A"
1737,1909,"3A","3A"
1757,1768,"1A","1A"
1757,1783,"1A","1A"
1761,1792,"1A","1A"
1764,1787,"1A","1A"
1774,1775,"1A","1A"
1858,1872,"2B","2B"
1890,1898,"2B","2B"
1437,1824,"5B","Teachers"
1441,1486,"5B","5B"
1461,1480,"5A","5B"
1489,1592,"5B","5B"
1525,1528,"4A","4A"
1532,1815,"4A","4A"
1574,1707,"3B","3B"
1580,1685,"3B","3B"
1617,1628,"2A","2A"
1650,1706,"Teachers","2B"
1661,1695,"1B","1B"
1663,1665,"1B","1B"
1702,1889,"2B","2B"
1706,1851,"2B","2B"
1706,1858,"2B","2B"
1711,1759,"1A","1A"
1718,1898,"2B","2B"
1723,1809,"3A","3A"
1737,1909,"3A","3A"
1743,1887,"2B","2B"
1757,1783,"1A","1A"
1759,1761,"1A","1A"
1759,1772,"1A","1A"
1851,1861,"2B","2B"
1452,1498,"5A","5A"
1489,1592,"5B","5B"
1528,1533,"4A","4A"
1532,1538,"4A","4A"
1574,1707,"3B","3B"
1580,1685,"3B","3B"
1604,1617,"2A","2A"
1650,1872,"Teachers","2B"
1661,1695,"1B","1B"
1663,1665,"1B","1B"
1673,1695,"1B","1B"
1704,1713,"2B","2B"
1706,1851,"2B","2B"
1706,1861,"2B","2B"
1708,1858,"2B","2B"
1711,1759,"1A","1A"
1711,1761,"1A","1A"
1749,1863,"2B","2B"
1749,1883,"2B","2B"
1759,1761,"1A","1A"
1854,1872,"2B","2B"
1452,1498,"5A","5A"
1532,1538,"4A","4A"
1555,1685,"3B","3B"
1567,1727,"3B","3B"
1656,1908,"1B","1B"
1663,1665,"1B","1B"
1663,1779,"1B","1B"
1663,1920,"1B","1B"
1664,1696,"1B","1B"
1664,1908,"1B","1B"
1666,1695,"1B","1B"
1673,1682,"1B","1B"
1680,1908,"1B","1B"
1684,1688,"1B","1B"
1684,1779,"1B","1B"
1706,1872,"2B","2B"
1708,1858,"2B","2B"
1711,1759,"1A","1A"
1723,1809,"3A","3A"
1749,1863,"2B","2B"
1759,1761,"1A","1A"
1770,1772,"1A","1A"
1780,1909,"3A","3A"
1872,1877,"2B","2B"
1890,1898,"2B","2B"
1503,1524,"4A","4A"
1567,1727,"3B","3B"
1585,1824,"5B","Teachers"
1663,1665,"1B","1B"
1673,1682,"1B","1B"
1673,1695,"1B","1B"
1680,1912,"1B","1B"
1704,1877,"2B","2B"
1719,1843,"3A","3A"
1723,1809,"3A","3A"
1749,1863,"2B","2B"
1761,1766,"1A","1A"
1766,1774,"1A","1A"
1766,1792,"1A","1A"
1768,1796,"1A","1A"
1770,1772,"1A","1A"
1877,1890,"2B","2B"
1431,1465,"5B","5B"
1503,1524,"4A","4A"
1552,1555,"3B","3B"
1563,1592,"5B","5B"
1585,1824,"5B","Teachers"
1663,1665,"1B","1B"
1673,1695,"1B","1B"
1682,1695,"1B","1B"
1706,1861,"2B","2B"
1757,1792,"1A","1A"
1760,1796,"1A","1A"
1761,1766,"1A","1A"
1770,1772,"1A","1A"
1770,1778,"1A","1A"
1792,1796,"1A","1A"
1877,1890,"2B","2B"
1437,1824,"5B","Teachers"
1503,1524,"4A","4A"
1552,1555,"3B","3B"
1555,1685,"3B","3B"
1560,1709,"3B","Teachers"
1562,1574,"3B","3B"
1567,1727,"3B","3B"
1580,1685,"3B","3B"
1632,1835,"4B","4B"
1673,1682,"1B","1B"
1673,1695,"1B","1B"
1706,1861,"2B","2B"
1708,1743,"2B","2B"
1723,1809,"3A","3A"
1761,1766,"1A","1A"
1761,1792,"1A","1A"
1772,1792,"1A","1A"
1796,1798,"1A","1A"
1489,1563,"5B","5B"
1489,1592,"5B","5B"
1503,1524,"4A","4A"
1562,1567,"3B","3B"
1663,1665,"1B","1B"
1663,1698,"1B","1B"
1706,1743,"2B","2B"
1706,1851,"2B","2B"
1711,1759,"1A","1A"
1757,1760,"1A","1A"
1761,1766,"1A","1A"
1766,1792,"1A","1A"
1796,1798,"1A","1A"
1890,1898,"2B","2B"
1437,1585,"5B","5B"
1489,1563,"5B","5B"
1532,1815,"4A","4A"
1552,1555,"3B","3B"
1552,1580,"3B","3B"
1552,1712,"3B","3B"
1562,1567,"3B","3B"
1580,1685,"3B","3B"
1617,1641,"2A","2A"
1650,1890,"Teachers","2B"
1663,1665,"1B","1B"
1663,1698,"1B","1B"
1665,1920,"1B","1B"
1666,1695,"1B","1B"
1702,1854,"2B","2B"
1706,1851,"2B","2B"
1706,1861,"2B","2B"
1708,1858,"2B","2B"
1718,1887,"2B","2B"
1743,1861,"2B","2B"
1749,1883,"2B","2B"
1752,1783,"1A","1A"
1766,1792,"1A","1A"
1796,1798,"1A","1A"
1883,1897,"2B","2B"
1431,1453,"5B","5A"
1437,1585,"5B","5B"
1441,1486,"5B","5B"
1503,1524,"4A","4A"
1552,1555,"3B","3B"
1564,1570,"3B","3B"
1603,1643,"2A","2A"
